Date,Time,Off.Wrist.Status,Activity,Marker,White.Light,Red.Light,Green.Light,Blue.Light,Sleep.Wake,Interval.Status,newtime,day
10/7/20,12:30:00,0,472.3,0,32.394,61.7,31.163,19.3795,1,NA,10/7/20 12:30,Weekday
10/7/20,12:40:00,0,679.9,0,170.347,222.2921,180.757,132.9848,1,NA,10/7/20 12:40,Weekday
10/7/20,12:50:00,0,249.3,0,14.415,22.103,14.127,10.897,1,NA,10/7/20 12:50,Weekday
10/7/20,13:00:00,0,104,0,14.416,44.26,31.29,24.375,0.9,NA,10/7/20 13:00,Weekday
10/7/20,13:10:00,0,370.4,0,16.069,41.305,30.636,24.3234,0.8,NA,10/7/20 13:10,Weekday
10/7/20,13:20:00,0,155.6,0,12.897,20.6881,12.88699,9.20664,1,NA,10/7/20 13:20,Weekday
10/7/20,13:30:00,0,217.2,0,33.812,45.06,35.34,26.67,1,NA,10/7/20 13:30,Weekday
10/7/20,13:40:00,0,178,0,27.415,35.48,29.47,21.53,1,NA,10/7/20 13:40,Weekday
10/7/20,13:50:00,0,131.9,0,10.29,13.9322,11.34898,8.00666,1,NA,10/7/20 13:50,Weekday
10/7/20,14:00:00,0,222.2,0,2.637,4.7031,2.69099,1.73217,1,NA,10/7/20 14:00,Weekday
10/7/20,14:10:00,0,77.5,0,0.902,2.0154,0.83056,0.65305,1,NA,10/7/20 14:10,Weekday
10/7/20,14:20:00,0,240.3,0,5.555,10.656,5.1257,3.96277,0.8,NA,10/7/20 14:20,Weekday
10/7/20,14:30:00,0,191.2,0,7.497,10.2452,7.68648,5.6246,0.7,NA,10/7/20 14:30,Weekday
10/7/20,14:40:00,0,51.8,0,56.27,66.24,62.25,44.34,0.7,NA,10/7/20 14:40,Weekday
10/7/20,14:50:00,0,388.2,0,36.015,47.1535,37.486,27.3511,1,NA,10/7/20 14:50,Weekday
10/7/20,15:00:00,0,507.2,0,63.534,92.033,62.4036,39.806,1,NA,10/7/20 15:00,Weekday
10/7/20,15:10:00,0,402.2,0,28.532,42.666,27.7328,17.9145,1,NA,10/7/20 15:10,Weekday
10/7/20,15:20:00,0,112.3,0,10.357,18.19,9.667,7.328,1,NA,10/7/20 15:20,Weekday
10/7/20,15:30:00,0,167,0,2.218,3.617,2.1391,1.71207,0.4,NA,10/7/20 15:30,Weekday
10/7/20,15:40:00,0,126.8,0,5.15,7.313,5.4291,3.97207,1,NA,10/7/20 15:40,Weekday
10/7/20,15:50:00,0,122.8,0,2.911,4.5783,2.99917,2.10033,0.6,NA,10/7/20 15:50,Weekday
10/7/20,16:00:00,0,128.5,0,20.479,25.595,23.864,15.5114,0.8,NA,10/7/20 16:00,Weekday
10/7/20,16:10:00,0,261.9,0,5.926,8.3533,6.28099,4.45164,0.8,NA,10/7/20 16:10,Weekday
10/7/20,16:20:00,0,59.8,0,2.478,4.899,2.3564,1.7009,0.6,NA,10/7/20 16:20,Weekday
10/7/20,16:30:00,0,17.8,0,0.769,1.709,0.63,0.4564,0.2,NA,10/7/20 16:30,Weekday
10/7/20,16:40:00,0,205.7,0,2.596,4.4022,2.73268,1.27759,0.8,NA,10/7/20 16:40,Weekday
10/7/20,16:50:00,0,119.9,0,5.452,9.5332,5.17298,3.67162,0.5,NA,10/7/20 16:50,Weekday
10/7/20,17:00:00,0,406.5,0,2.898,7.146,2.6377,1.25344,1,NA,10/7/20 17:00,Weekday
10/7/20,17:10:00,0,275.3,0,4.419,9.7591,3.87439,2.06586,1,NA,10/7/20 17:10,Weekday
10/7/20,17:20:00,0,528.3,0,38.817,49.3681,42.07989,15.0837,1,NA,10/7/20 17:20,Weekday
10/7/20,17:30:00,0,455.2,0,243.691,253.8,262.528,151.665,1,NA,10/7/20 17:30,Weekday
10/7/20,17:40:00,0,366.5,0,202.218,149.3331,237.33449,109.51,1,NA,10/7/20 17:40,Weekday
10/7/20,17:50:00,0,518.4,0,317.867,271.07,338.11,242.98,1,NA,10/7/20 17:50,Weekday
10/7/20,18:00:00,0,397.3,0,140.413,128.51,149.785,104.8809,1,NA,10/7/20 18:00,Weekday
10/7/20,18:10:00,0,573,0,53.913,54.421,56.7851,39.7182,1,NA,10/7/20 18:10,Weekday
10/7/20,18:20:00,0,437.3,0,127.14,113.35,144.19,97.52,1,NA,10/7/20 18:20,Weekday
10/7/20,18:30:00,0,369.3,0,6.121,2.4297,4.0607,1.5226,1,NA,10/7/20 18:30,Weekday
10/7/20,18:40:00,0,206.8,0,2.131,1.0849,1.2131,0.5313,1,NA,10/7/20 18:40,Weekday
10/7/20,18:50:00,0,479.7,0,2.759,2.8303,3.9217,1.508,1,NA,10/7/20 18:50,Weekday
10/7/20,19:00:00,0,66.5,0,0.246,1.0097,1.5406,0.1134,0.8,NA,10/7/20 19:00,Weekday
10/7/20,19:10:00,0,169.9,0,3.109,2.383,2.5117,2.5647,1,NA,10/7/20 19:10,Weekday
10/7/20,19:20:00,0,356.7,0,0.247,1.3953,1.242,0.914,1,NA,10/7/20 19:20,Weekday
10/7/20,19:30:00,0,67.3,0,0,13.8271,9.701,7.438,0.6,NA,10/7/20 19:30,Weekday
10/7/20,19:40:00,0,15.2,0,0,0.3601,0.0587,0.133,0.2,NA,10/7/20 19:40,Weekday
10/7/20,19:50:00,0,55.6,0,0,10.062,10.79,6.208,0.6,NA,10/7/20 19:50,Weekday
