Date,Time,Off.Wrist.Status,Activity,Marker,White.Light,Red.Light,Green.Light,Blue.Light,Sleep.Wake,Interval.Status,newtime,day
9/26/20,15:10:00,0,8.6,0,186.971,351.7,152.46,71.57,0.1,NA,9/26/20 15:10,Weekend
9/26/20,15:20:00,0,390.3,0,45.916,79.985,34.115,18.648,1,NA,9/26/20 15:20,Weekend
9/26/20,15:30:00,0,452.5,0,45.583,70.174,35.669,15.1,1,NA,9/26/20 15:30,Weekend
9/26/20,15:40:00,0,31.6,0,37.35,73.318,29.167,12.7088,0.3,NA,9/26/20 15:40,Weekend
9/26/20,15:50:00,0,5,0,12.459,33.36,8.993,4.461,0,NA,9/26/20 15:50,Weekend
9/26/20,16:00:00,0,116.1,0,54.068,115.204,38.592,18.689,0.8,NA,9/26/20 16:00,Weekend
9/26/20,16:10:00,0,52,0,1.731,3.084,0.7638,0.8915,0.4,NA,9/26/20 16:10,Weekend
9/26/20,16:20:00,0,16.6,0,0.871,3.402,0.5526,0.2455,0.3,NA,9/26/20 16:20,Weekend
9/26/20,16:30:00,0,17.6,0,0.95,3.702,0.5236,0.2642,0.1,NA,9/26/20 16:30,Weekend
9/26/20,16:40:00,0,1.7,0,0.871,3.283,0.4803,0.246,0,NA,9/26/20 16:40,Weekend
9/26/20,16:50:00,0,4,0,0.771,2.817,0.4614,0.22586,0,NA,9/26/20 16:50,Weekend
9/26/20,17:00:00,0,79,0,2.59,6.299,1.5052,0.98,0.4,NA,9/26/20 17:00,Weekend
9/26/20,17:10:00,0,0,0,1.232,3.452,0.6981,0.4537,0,NA,9/26/20 17:10,Weekend
9/26/20,17:20:00,0,0,0,0.964,2.963,0.6342,0.3819,0,NA,9/26/20 17:20,Weekend
9/26/20,17:30:00,0,31.8,0,0.3,1.498,0.20984,0.08548,0.6,NA,9/26/20 17:30,Weekend
9/26/20,17:40:00,0,0.5,0,0.085,0.6791,0.05728,0.02823,0,NA,9/26/20 17:40,Weekend
9/26/20,17:50:00,0,24.2,0,0.035,0.614,0.0452,0.01215,0.2,NA,9/26/20 17:50,Weekend
9/26/20,18:00:00,0,13.9,0,0,0.2456,0.01808,0,0.2,NA,9/26/20 18:00,Weekend
9/26/20,18:10:00,0,21.3,0,1.226,0.6528,0.1444,0.1935,0.3,NA,9/26/20 18:10,Weekend
9/26/20,18:20:00,0,6,0,0.188,1.1808,0.18282,0.05273,0,NA,9/26/20 18:20,Weekend
9/26/20,18:30:00,0,0,0,0,0,0,0,0,NA,9/26/20 18:30,Weekend
9/26/20,18:40:00,0,7,0,0,0,0,0,0.1,NA,9/26/20 18:40,Weekend
9/26/20,18:50:00,0,22.1,0,1.519,1.3373,0.355,0.29302,0.2,NA,9/26/20 18:50,Weekend
9/26/20,19:00:00,0,1.8,0,0,0.6196,0.09656,0,0,NA,9/26/20 19:00,Weekend
9/26/20,19:10:00,0,154,0,0,0.614,0,0,0.6,NA,9/26/20 19:10,Weekend
9/26/20,19:20:00,0,22.6,0,0,0.3684,0,0,0.4,NA,9/26/20 19:20,Weekend
9/26/20,19:30:00,0,50.2,0,0,0.2456,0,0,0.5,NA,9/26/20 19:30,Weekend
9/26/20,19:40:00,0,18.4,0,0,1.0097,0.9841,0.558,0.3,NA,9/26/20 19:40,Weekend
9/26/20,19:50:00,0,31.5,0,0,2.3956,2.265,1.695,0.5,NA,9/26/20 19:50,Weekend
9/26/20,20:00:00,0,33.4,0,0,4.257,1.9636,2.125,0.3,NA,9/26/20 20:00,Weekend
9/26/20,20:10:00,0,0,0,0,0.614,0,0,0,NA,9/26/20 20:10,Weekend
9/26/20,20:20:00,0,38.3,0,0.979,3.2076,2.4521,1.8645,0.6,NA,9/26/20 20:20,Weekend
9/26/20,20:30:00,0,34.5,0,0,0.1842,0,0,0.4,NA,9/26/20 20:30,Weekend
9/26/20,20:40:00,0,499.7,0,306.764,21.2188,8.139,9.332,0.9,NA,9/26/20 20:40,Weekend
9/26/20,20:50:00,0,4.8,0,0,0,0,0,0.1,NA,9/26/20 20:50,Weekend
9/26/20,21:00:00,0,3.2,0,0,0,0,0,0,NA,9/26/20 21:00,Weekend
9/26/20,21:10:00,0,0,0,0,0,0,0,0,NA,9/26/20 21:10,Weekend
9/26/20,21:20:00,0,70.6,0,0,0,0,0,0.2,NA,9/26/20 21:20,Weekend
9/26/20,21:30:00,0,423.6,0,0,0,0,0,1,NA,9/26/20 21:30,Weekend
9/26/20,21:40:00,0,485,0,1.528,12.8906,4.3288,4.7513,0.8,NA,9/26/20 21:40,Weekend
9/26/20,21:50:00,0,348.6,0,17.577,23.9014,9.521,9.943,1,NA,9/26/20 21:50,Weekend
