Date,Time,Off.Wrist.Status,Activity,Marker,White.Light,Red.Light,Green.Light,Blue.Light,Sleep.Wake,Interval.Status,newtime,day
9/23/20,17:30:00,0,343.6,0,1.417,7.0856,6.4538,3.68523,1,NA,9/23/20 17:30,Weekday
9/23/20,17:40:00,0,506,0,0,2.6282,3.144,1.795,1,NA,9/23/20 17:40,Weekday
9/23/20,17:50:00,0,286,0,33.824,30.5803,43.88,27.709,1,NA,9/23/20 17:50,Weekday
9/23/20,18:00:00,0,807.2,0,15.223,15.2874,18.271,11.1872,1,NA,9/23/20 18:00,Weekday
9/23/20,18:10:00,0,442.5,0,0.921,1.148,1.246,0.7829,1,NA,9/23/20 18:10,Weekday
9/23/20,18:20:00,0,190.5,0,0.224,0.6105,0.2365,0.11237,1,NA,9/23/20 18:20,Weekday
9/23/20,18:30:00,0,231.1,0,4.49,11.1766,4.1,3.18133,1,NA,9/23/20 18:30,Weekday
9/23/20,18:40:00,0,611.9,0,4.018,12.9453,3.8578,2.7627,1,NA,9/23/20 18:40,Weekday
9/23/20,18:50:00,0,613.2,0,1.878,6.582,2.0225,1.06809,1,NA,9/23/20 18:50,Weekday
9/23/20,19:00:00,0,546,0,1.965,5.916,2.147,0.71695,1,NA,9/23/20 19:00,Weekday
9/23/20,19:10:00,0,715.1,0,0.447,0.661,0.633,0.15523,1,NA,9/23/20 19:10,Weekday
9/23/20,19:20:00,0,524.4,0,0,0,0,0,1,NA,9/23/20 19:20,Weekday
9/23/20,19:30:00,0,620.6,0,0,0,0,0,1,NA,9/23/20 19:30,Weekday
9/23/20,19:40:00,0,482.3,0,0,0.4046,0,0,1,NA,9/23/20 19:40,Weekday
9/23/20,19:50:00,0,391.9,0,0,0,0,0,1,NA,9/23/20 19:50,Weekday
9/23/20,20:00:00,0,597.7,0,1.157,1.7663,2.279,1.2472,1,NA,9/23/20 20:00,Weekday
9/23/20,20:10:00,0,93.1,0,0.122,0.7864,0.12524,0.04189,0.6,NA,9/23/20 20:10,Weekday
9/23/20,20:20:00,0,88.4,0,0.076,0.5432,0.06556,0.02622,0.6,NA,9/23/20 20:20,Weekday
