Date,Time,Off.Wrist.Status,Activity,Marker,White.Light,Red.Light,Green.Light,Blue.Light,Sleep.Wake,Interval.Status,newtime,day
10/20/21,9:10:00,0,16.2,0,0,2.456,2.186,1.902,0.25,NA,10/20/21 9:10,Weekday
10/20/21,9:20:00,0,127,0,0,0,0,0,0.8,NA,10/20/21 9:20,Weekday
10/20/21,9:30:00,0,239.7,0,20.934,7.751,3.867,3.527,0.7,NA,10/20/21 9:30,Weekday
10/20/21,9:40:00,0,212.3,0,258.597,62.03,37.7,33.93,1,NA,10/20/21 9:40,Weekday
10/20/21,9:50:00,0,86,0,129.028,54.38,31.65,29.68,0.9,NA,10/20/21 9:50,Weekday
10/20/21,10:00:00,0,120.6,0,132.114,63.77,35.61,34.07,1,NA,10/20/21 10:00,Weekday
10/20/21,10:10:00,0,125.8,0,64.567,35.479,21.009,20.216,1,NA,10/20/21 10:10,Weekday
10/20/21,10:20:00,0,136.7,0,49.312,27.38,16.128,15.424,1,NA,10/20/21 10:20,Weekday
10/20/21,10:30:00,0,131.7,0,80.875,48.11,27.84,26.99,1,NA,10/20/21 10:30,Weekday
10/20/21,10:40:00,0,84.4,0,53.156,35.03,21.412,20.769,0.8,NA,10/20/21 10:40,Weekday
10/20/21,10:50:00,0,81.1,0,42.77,28.869,17.283,16.761,0.9,NA,10/20/21 10:50,Weekday
10/20/21,11:00:00,0,127.7,0,56.512,35.86,21.75,21.027,1,NA,10/20/21 11:00,Weekday
10/20/21,11:10:00,0,66.8,0,47.826,31.64,19.23,18.6,0.8,NA,10/20/21 11:10,Weekday
10/20/21,11:20:00,0,69.6,0,56.433,37.72,21.687,21.259,0.8,NA,10/20/21 11:20,Weekday
10/20/21,11:30:00,0,149.7,0,47.066,31.61,18.96,18.4,0.9,NA,10/20/21 11:30,Weekday
10/20/21,11:40:00,0,204.5,0,50.613,32.881,19.132,18.508,1,NA,10/20/21 11:40,Weekday
10/20/21,11:50:00,0,902.9,0,2041.702222,9799.391111,2227.897,1039.514,1,NA,10/20/21 11:50,Weekday
10/20/21,12:00:00,0,837,0,1181.669,1731.39,985.151,326.972,1,NA,10/20/21 12:00,Weekday
10/20/21,12:10:00,0,73.2,0,15.814,62.928,41.305,47.073,0.5,NA,10/20/21 12:10,Weekday
10/20/21,12:20:00,0,433.6,0,759.968,1113.17,600.62,225.901,1,NA,10/20/21 12:20,Weekday
10/20/21,12:30:00,0,74.6,0,104.854,139.36,85.76,27.646,1,NA,10/20/21 12:30,Weekday
10/20/21,12:40:00,0,192.7,0,118.396,158.67,95.48,30.36,0.9,NA,10/20/21 12:40,Weekday
10/20/21,12:50:00,0,416.5,0,66.399,85.959,59.1052,17.837,1,NA,10/20/21 12:50,Weekday
10/20/21,13:00:00,0,492.6,0,11.001,16.8583,7.1971,4.2981,1,NA,10/20/21 13:00,Weekday
10/20/21,13:10:00,0,278.1,0,18.064,13.102,9.165,5.632,1,NA,10/20/21 13:10,Weekday
10/20/21,13:20:00,0,255.6,0,9.955,5.762,3.237,2.097,1,NA,10/20/21 13:20,Weekday
10/20/21,13:30:00,0,58,0,25.848,13.617,5.813,5.072,0.7,NA,10/20/21 13:30,Weekday
10/20/21,13:40:00,0,226.8,0,4.605,3.0476,4.537,1.7929,1,NA,10/20/21 13:40,Weekday
10/20/21,13:50:00,0,54,0,4.296,3.8181,3.3769,1.4313,0.8,NA,10/20/21 13:50,Weekday
10/20/21,14:00:00,0,247.9,0,3.664,3.5165,2.2587,1.7306,1,NA,10/20/21 14:00,Weekday
10/20/21,14:10:00,0,106.6,0,19.585,15.406,14.428,8.307,1,NA,10/20/21 14:10,Weekday
10/20/21,14:20:00,0,150.3,0,16.312,12.9001,11.82,7.9395,0.7,NA,10/20/21 14:20,Weekday
10/20/21,14:30:00,0,23.4,0,46.945,37.985,33.721,20.161,0.4,NA,10/20/21 14:30,Weekday
10/20/21,14:40:00,0,169.2,0,39.63,35.449,27.461,16.668,0.6,NA,10/20/21 14:40,Weekday
10/20/21,14:50:00,0,285.2,0,6.89,10.6116,4.8817,2.9395,1,NA,10/20/21 14:50,Weekday
10/20/21,15:00:00,0,21.4,0,31.444,24.4156,23.83,13.8836,0.3,NA,10/20/21 15:00,Weekday
10/20/21,15:10:00,0,34.5,0,11.612,9.5595,8.7484,5.0838,0.6,NA,10/20/21 15:10,Weekday
10/20/21,15:20:00,0,47.3,0,0,0,0,0,0.8,NA,10/20/21 15:20,Weekday
10/20/21,15:30:00,0,74.2,0,3.433,3.692,2.192,1.1471,0.6,NA,10/20/21 15:30,Weekday
10/20/21,15:40:00,0,140.1,0,31.931,25.4433,23.7925,13.3853,0.9,NA,10/20/21 15:40,Weekday
10/20/21,15:50:00,0,239.6,0,0.448,0.284,0.349,0.2409,0.8,NA,10/20/21 15:50,Weekday
10/20/21,16:00:00,0,79.9,0,19.201,16.7467,13.73,7.1243,1,NA,10/20/21 16:00,Weekday
10/20/21,16:10:00,0,144.4,0,15.686,12.2959,11.819,5.9355,1,NA,10/20/21 16:10,Weekday
10/20/21,16:20:00,0,639.1,0,0.697,1.2452,0.5127,0.26403,1,NA,10/20/21 16:20,Weekday
10/20/21,16:30:00,0,359.4,0,3.483,4.8725,2.5491,1.7714,0.8,NA,10/20/21 16:30,Weekday
10/20/21,16:40:00,0,53.2,0,3.427,5.9766,2.7549,1.1378,0.5,NA,10/20/21 16:40,Weekday
10/20/21,16:50:00,0,213.5,0,8.84,13.88,4.901,2.6362,0.8,NA,10/20/21 16:50,Weekday
10/20/21,17:00:00,0,113.6,0,2.442,1.174,1.0314,0.8085,0.7,NA,10/20/21 17:00,Weekday
10/20/21,17:10:00,0,31.4,0,5.824,4.929,3.3659,1.5699,0.4,NA,10/20/21 17:10,Weekday
10/20/21,17:20:00,0,124.9,0,13.591,10.621,10.192,5.4875,0.8,NA,10/20/21 17:20,Weekday
10/20/21,17:30:00,0,144.1,0,5.29,8.3046,5.091,3.8291,1,NA,10/20/21 17:30,Weekday
10/20/21,17:40:00,0,66.6,0,10.303,8.778,7.474,3.57606,0.9,NA,10/20/21 17:40,Weekday
10/20/21,17:50:00,0,37,0,4.114,2.431,2.4454,1.5193,0.6,NA,10/20/21 17:50,Weekday
10/20/21,18:00:00,0,65.1,0,6.458,5.6728,4.9365,2.1861,0.7,NA,10/20/21 18:00,Weekday
10/20/21,18:10:00,0,173.3,0,1.129,2.216,1.3845,1.0548,1,NA,10/20/21 18:10,Weekday
10/20/21,18:20:00,0,74,0,1.574,0.4588,0.5781,0.2888,0.6,NA,10/20/21 18:20,Weekday
10/20/21,18:30:00,0,302.1,0,5.043,5.965,3.0285,1.9083,0.8,NA,10/20/21 18:30,Weekday
10/20/21,18:40:00,0,76.1,0,2.014,0.8595,0.9949,0.512,1,NA,10/20/21 18:40,Weekday
10/20/21,18:50:00,0,118.3,0,3.096,5.2831,2.0464,1.1386,0.9,NA,10/20/21 18:50,Weekday
10/20/21,19:00:00,0,540.8,0,4.223,13.179,9.831,5.8589,1,NA,10/20/21 19:00,Weekday
10/20/21,19:10:00,0,273.5,0,0.979,6.482,5.093,4.4909,1,NA,10/20/21 19:10,Weekday
10/20/21,19:20:00,0,455.4,0,0,8.688,6.905,5.591,1,NA,10/20/21 19:20,Weekday
10/20/21,19:30:00,0,444.5,0,0,6.197,4.826,2.857,1,NA,10/20/21 19:30,Weekday
10/20/21,19:40:00,0,485.1,0,0,7.68,4.017,7.427,1,NA,10/20/21 19:40,Weekday
10/20/21,19:50:00,0,623,0,0,9.347,7.287,4.601,1,NA,10/20/21 19:50,Weekday
10/20/21,20:00:00,0,475.4,0,0.979,4.607,3.414,6.1208,1,NA,10/20/21 20:00,Weekday
10/20/21,20:10:00,0,624.7,0,0.1,4.662,2.876,5.4256,1,NA,10/20/21 20:10,Weekday
10/20/21,20:20:00,0,310.2,0,0.979,4.686,3.652,7.4619,1,NA,10/20/21 20:20,Weekday
10/20/21,20:30:00,0,558.4,0,4.893,7.7776,5.679,4.471,1,NA,10/20/21 20:30,Weekday
10/20/21,20:40:00,0,275.1,0,3.914,13.987,2.7229,1.0187,1,NA,10/20/21 20:40,Weekday
10/20/21,20:50:00,0,83.6,0,1.554,5.688,1.11,0.4158,0.8,NA,10/20/21 20:50,Weekday
10/20/21,21:00:00,0,179.1,0,4.504,15.558,2.851,1.227,0.7,NA,10/20/21 21:00,Weekday
10/20/21,21:10:00,0,652.5,0,8.69,22.306,5.56,3.2183,1,NA,10/20/21 21:10,Weekday
10/20/21,21:20:00,0,251.8,0,5.058,23.568,5.3397,2.9573,0.7,NA,10/20/21 21:20,Weekday
10/20/21,21:30:00,0,14.5,0,4.575,5.442,1.7307,1.3119,0.1,NA,10/20/21 21:30,Weekday
10/20/21,21:40:00,0,37.1,0,3.397,1.986,1.351,0.7959,0.4,NA,10/20/21 21:40,Weekday
10/20/21,21:50:00,0,19.5,0,0,0,0,0,0.2,NA,10/20/21 21:50,Weekday
10/20/21,22:00:00,0,12.5,0,0,0,0,0,0.1,NA,10/20/21 22:00,Weekday
10/20/21,22:10:00,0,0,0,0,0,0,0,0,NA,10/20/21 22:10,Weekday
10/20/21,22:20:00,0,58,0,0,0,0,0,0.4,NA,10/20/21 22:20,Weekday
10/20/21,22:30:00,0,5,0,0,0,0,0,0,NA,10/20/21 22:30,Weekday
10/20/21,22:40:00,0,0,0,0,0,0,0,0,NA,10/20/21 22:40,Weekday
10/20/21,22:50:00,0,0,0,0,0,0,0,0,NA,10/20/21 22:50,Weekday
