Date,Time,Off.Wrist.Status,Activity,Marker,White.Light,Red.Light,Green.Light,Blue.Light,Sleep.Wake,Interval.Status,newtime,day
9/27/20,12:00:00,0,28.5,0,96.53,164.246,94.1453,86.24649,0.4,NA,9/27/20 12:00,Weekday
9/27/20,12:10:00,0,29.1,0,90.896,156.491,84.7872,79.627,0.5,NA,9/27/20 12:10,Weekday
9/27/20,12:20:00,0,256.6,0,384.597,837.02,428.09,296.171,1,NA,9/27/20 12:20,Weekday
9/27/20,12:30:00,0,510.5,0,1857.904,4065,2059,1452.7,1,NA,9/27/20 12:30,Weekday
9/27/20,12:40:00,0,300.9,0,893.465,2817.3,969.37,554.32,1,NA,9/27/20 12:40,Weekday
9/27/20,12:50:00,0,249.6,0,238.964,475.9,227.37,209.36,1,NA,9/27/20 12:50,Weekday
9/27/20,13:00:00,0,128.1111111,0,19.74222222,66.1,17.50222222,14.13777778,0.285714286,NA,9/27/20 13:00,Weekday
9/27/20,13:10:00,0,76.6,0,23.243,49.247,17.687,17.7568,0.8,NA,9/27/20 13:10,Weekday
9/27/20,13:20:00,0,166.4,0,468.729,703,484.19,447.56,0.9,NA,9/27/20 13:20,Weekday
9/27/20,13:30:00,0,122.8,0,60.295,63.56,53.72,48.03,0.7,NA,9/27/20 13:30,Weekday
9/27/20,13:40:00,0,34.77777778,0,37.10666667,45.74222222,32.61555556,30.39777778,0.571428571,NA,9/27/20 13:40,Weekday
9/27/20,13:50:00,0,291.7777778,0,22.505,26.403,19.918,17.5965,1,NA,9/27/20 13:50,Weekday
9/27/20,14:00:00,0,260,0,21.767,26.12,18.87,17.85,1,NA,9/27/20 14:00,Weekday
9/27/20,14:10:00,0,133.2,0,15.098,17.82,12.673,12.129,1,NA,9/27/20 14:10,Weekday
9/27/20,14:20:00,0,191.1,0,8.866,9.537,8.826,6.26,1,NA,9/27/20 14:20,Weekday
9/27/20,14:30:00,0,316.5,0,12.761,15.221,12.091,9.912,1,NA,9/27/20 14:30,Weekday
9/27/20,14:40:00,0,121.5,0,3.568,3.959,3.134,2.532,1,NA,9/27/20 14:40,Weekday
9/27/20,14:50:00,0,65.6,0,3.507,3.185,2.2894,1.917,0.8,NA,9/27/20 14:50,Weekday
9/27/20,15:00:00,0,48.7,0,4.98,2.338,1.6622,1.6614,0.7,NA,9/27/20 15:00,Weekday
9/27/20,15:10:00,0,29.8,0,2.086,2.117,1.58,1.3745,0.6,NA,9/27/20 15:10,Weekday
9/27/20,15:20:00,0,138.9,0,2.581,2.1786,2.7529,2.2327,1,NA,9/27/20 15:20,Weekday
9/27/20,15:30:00,0,183.1,0,3.245,1.931,2.0244,1.9285,1,NA,9/27/20 15:30,Weekday
9/27/20,15:40:00,0,87.3,0,0,0,0,0,0.5,NA,9/27/20 15:40,Weekday
9/27/20,15:50:00,0,213.9,0,0.674,3.9263,0.6905,0.39122,0.9,NA,9/27/20 15:50,Weekday
9/27/20,16:00:00,0,39.8,0,0.123,1.0497,0.1113,0.05141,0.6,NA,9/27/20 16:00,Weekday
9/27/20,16:10:00,0,152.8,0,1.724,3.7544,1.2338,1.12176,0.7,NA,9/27/20 16:10,Weekday
9/27/20,16:20:00,0,192.7,0,2.043,1.221,0.3949,0.25597,1,NA,9/27/20 16:20,Weekday
9/27/20,16:30:00,0,57.3,0,0.181,1.3668,0.165,0.07375,0.5,NA,9/27/20 16:30,Weekday
9/27/20,16:40:00,0,56.8,0,0.692,5.535,0.5993,0.28198,0.8,NA,9/27/20 16:40,Weekday
9/27/20,16:50:00,0,44.3,0,0.347,2.9912,0.3082,0.14286,0.7,NA,9/27/20 16:50,Weekday
9/27/20,17:00:00,0,65.6,0,0.264,2.2703,0.2184,0.10878,0.6,NA,9/27/20 17:00,Weekday
9/27/20,17:10:00,0,54.2,0,0.222,1.7331,0.2002,0.09056,0.9,NA,9/27/20 17:10,Weekday
9/27/20,17:20:00,0,33.3,0,0.26,2.161,0.2159,0.10702,0.7,NA,9/27/20 17:20,Weekday
9/27/20,17:30:00,0,64.9,0,0.28,1.9528,0.223,0.11286,1,NA,9/27/20 17:30,Weekday
9/27/20,17:40:00,0,47.3,0,0.315,2.825,0.2625,0.12936,0.6,NA,9/27/20 17:40,Weekday
9/27/20,17:50:00,0,111.8,0,0.265,2.042,0.2299,0.10742,0.8,NA,9/27/20 17:50,Weekday
9/27/20,18:00:00,0,146.1,0,0.279,2.253,0.234,0.11337,1,NA,9/27/20 18:00,Weekday
9/27/20,18:10:00,0,63.4,0,0.014,0.2193,0.0177,0.00612,0.8,NA,9/27/20 18:10,Weekday
9/27/20,18:20:00,0,34.3,0,0.05,0.5834,0.0747,0.02083,0.5,NA,9/27/20 18:20,Weekday
9/27/20,18:30:00,0,108.3,0,0.631,4.5992,0.5984,0.28376,0.7,NA,9/27/20 18:30,Weekday
9/27/20,18:40:00,0,185.8,0,6.455,43.83,6.074,2.595,1,NA,9/27/20 18:40,Weekday
9/27/20,18:50:00,0,63.6,0,3.115,24.233,2.723,1.2657,0.8,NA,9/27/20 18:50,Weekday
9/27/20,19:00:00,0,32.6,0,2.571,19.98,2.353,1.0463,0.3,NA,9/27/20 19:00,Weekday
9/27/20,19:10:00,0,72.6,0,2.912,22.338,2.6865,1.1823,0.9,NA,9/27/20 19:10,Weekday
9/27/20,19:20:00,0,75.7,0,1.892,12.902,1.8406,0.8255,0.7,NA,9/27/20 19:20,Weekday
9/27/20,19:30:00,0,30.9,0,1.127,8.8407,1.0073,0.45919,0.4,NA,9/27/20 19:30,Weekday
9/27/20,19:40:00,0,40.4,0,1.461,11.7413,1.296,0.59544,0.6,NA,9/27/20 19:40,Weekday
9/27/20,19:50:00,0,18.1,0,1.224,9.369,1.1136,0.5254,0.2,NA,9/27/20 19:50,Weekday
9/27/20,20:00:00,0,98.3,0,3.9,28.259,3.5226,1.5732,1,NA,9/27/20 20:00,Weekday
9/27/20,20:10:00,0,93,0,2.973,23.5978,2.5448,1.21249,0.9,NA,9/27/20 20:10,Weekday
9/27/20,20:20:00,0,119.9,0,0.116,0.5887,0.1745,0.07407,0.8,NA,9/27/20 20:20,Weekday
9/27/20,20:30:00,0,48.4,0,0,0,0,0,0.4,NA,9/27/20 20:30,Weekday
9/27/20,20:40:00,0,6.2,0,0,0,0,0,0,NA,9/27/20 20:40,Weekday
9/27/20,20:50:00,0,68.4,0,0,0,0,0,0.5,NA,9/27/20 20:50,Weekday
9/27/20,21:00:00,0,128,0,0,0.0731,0.0059,0,0.9,NA,9/27/20 21:00,Weekday
9/27/20,21:10:00,0,606.7,0,23.106,110.44,26.4,15.075,1,NA,9/27/20 21:10,Weekday
9/27/20,21:20:00,0,28.5,0,0,0,0,0,0.5,NA,9/27/20 21:20,Weekday
9/27/20,21:30:00,0,278.4,0,0,0,0,0,0.8,NA,9/27/20 21:30,Weekday
9/27/20,21:40:00,0,90.9,0,0,0,0,0,0.8,NA,9/27/20 21:40,Weekday
9/27/20,21:50:00,0,15.3,0,0,0,0,0,0.1,NA,9/27/20 21:50,Weekday
9/27/20,22:00:00,0,21.6,0,0,0,0,0,0.4,NA,9/27/20 22:00,Weekday
9/27/20,22:10:00,0,53.9,0,0,0.4191,0.1344,0,0.6,NA,9/27/20 22:10,Weekday
9/27/20,22:20:00,0,139.5,0,0,0.2151,0.055,0,0.9,NA,9/27/20 22:20,Weekday
9/27/20,22:30:00,0,70,0,0,0,0,0,0.8,NA,9/27/20 22:30,Weekday
