Date,Time,Off.Wrist.Status,Activity,Marker,White.Light,Red.Light,Green.Light,Blue.Light,Sleep.Wake,Interval.Status,newtime,day
10/7/20,18:10:00,0,130.8,0,40.883,44.87,41.76,29.66,1,NA,10/7/20 18:10,Weekday
10/7/20,18:20:00,0,182.6,0,5.33,4.7909,3.0225,2.346,1,NA,10/7/20 18:20,Weekday
10/7/20,18:30:00,0,103.4,0,10.361,12.4497,6.9983,6.0838,1,NA,10/7/20 18:30,Weekday
10/7/20,18:40:00,0,81.9,0,0,0.1861,0.0575,0,0.7,NA,10/7/20 18:40,Weekday
10/7/20,18:50:00,0,18,0,0.979,0.6928,0.2535,0.6318,0.4,NA,10/7/20 18:50,Weekday
10/7/20,19:00:00,0,71.7,0,0,5.036,3.581,3.18,0.8,NA,10/7/20 19:00,Weekday
10/7/20,19:10:00,0,265.1,0,1.342,7.338,4.86,4.122,1,NA,10/7/20 19:10,Weekday
10/7/20,19:20:00,0,457.7,0,0,7.6654,7.323,4.811,1,NA,10/7/20 19:20,Weekday
10/7/20,19:30:00,0,40.2,0,0,0,0,0,0.8,NA,10/7/20 19:30,Weekday
10/7/20,19:40:00,0,35.3,0,0,0,0,0,0.6,NA,10/7/20 19:40,Weekday
10/7/20,19:50:00,0,82,0,0.28,1.3,0.24092,0.09558,0.7,NA,10/7/20 19:50,Weekday
10/7/20,20:00:00,0,100.8,0,0.149,1.104,0.0952,0.05078,0.8,NA,10/7/20 20:00,Weekday
10/7/20,20:10:00,0,42.7,0,0.725,4.8238,0.56036,0.24565,0.4,NA,10/7/20 20:10,Weekday
10/7/20,20:20:00,0,25,0,0.215,1.4934,0.17428,0.07279,0.4,NA,10/7/20 20:20,Weekday
10/7/20,20:30:00,0,18.5,0,0.219,1.5542,0.14868,0.07453,0.3,NA,10/7/20 20:30,Weekday
10/7/20,20:40:00,0,112.3,0,0.318,2.0156,0.23444,0.10668,0.9,NA,10/7/20 20:40,Weekday
10/7/20,20:50:00,0,63.9,0,0.022,0.195,0.03342,0.00715,0.4,NA,10/7/20 20:50,Weekday
10/7/20,21:00:00,0,90.6,0,0.284,1.9728,0.21588,0.0963,0.7,NA,10/7/20 21:00,Weekday
10/7/20,21:10:00,0,51.9,0,0.149,1.1656,0.10294,0.05215,0.5,NA,10/7/20 21:10,Weekday
10/7/20,21:20:00,0,58,0,0.242,1.739,0.19482,0.08228,0.4,NA,10/7/20 21:20,Weekday
10/7/20,21:30:00,0,45.3,0,0.214,1.424,0.12496,0.07128,0.3,NA,10/7/20 21:30,Weekday
10/7/20,21:40:00,0,12.3,0,0.21,1.2704,0.17184,0.0712,0.2,NA,10/7/20 21:40,Weekday
10/7/20,21:50:00,0,62.5,0,0.199,1.2292,0.14356,0.06586,0.5,NA,10/7/20 21:50,Weekday
10/7/20,22:00:00,0,116.1,0,0.11,0.7528,0.10522,0.03675,0.5,NA,10/7/20 22:00,Weekday
10/7/20,22:10:00,0,3.9,0,0.175,1.0534,0.0979,0.0577,0,NA,10/7/20 22:10,Weekday
10/7/20,22:20:00,0,143.3,0,0.147,0.9462,0.12624,0.04901,1,NA,10/7/20 22:20,Weekday
