Date,Time,Off.Wrist.Status,Activity,Marker,White.Light,Red.Light,Green.Light,Blue.Light,Sleep.Wake,Interval.Status,newtime,day
10/20/21,15:20:00,0,NA,0,NA,NA,NA,NA,NA,NA,10/20/21 15:20,Weekday
10/20/21,15:30:00,0,694.6666667,0,201.4483333,261.35,158.8333333,110.3666667,1,NA,10/20/21 15:30,Weekday
10/20/21,15:40:00,0,1045.7,0,268.572,544.67,260.04,94.09,1,NA,10/20/21 15:40,Weekday
10/20/21,15:50:00,0,219.6,0,129.216,231.9,104.25,59.83,1,NA,10/20/21 15:50,Weekday
10/20/21,16:00:00,0,81.8,0,295.655,469.42,270.39,113.63,1,NA,10/20/21 16:00,Weekday
10/20/21,16:10:00,0,97.4,0,379.148,596.3,354.7,121.84,1,NA,10/20/21 16:10,Weekday
10/20/21,16:20:00,0,490.8,0,95.043,148.002,78.646,32.901,1,NA,10/20/21 16:20,Weekday
10/20/21,16:30:00,0,540.6,0,259.068,334.5128,252.84,88.59,1,NA,10/20/21 16:30,Weekday
10/20/21,16:40:00,0,713.2,0,370.433,463.8,366.85,115.48,1,NA,10/20/21 16:40,Weekday
10/20/21,16:50:00,0,486.2,0,129.468,168.67,127.75,40.63,1,NA,10/20/21 16:50,Weekday
10/20/21,17:00:00,0,859.6,0,13.397,33.898,12.836,4.2877,1,NA,10/20/21 17:00,Weekday
10/20/21,17:10:00,0,389.1,0,11.948,23.177,11.042,3.7405,1,NA,10/20/21 17:10,Weekday
10/20/21,17:20:00,0,115.7,0,1.123,2.3648,0.9182,0.5107,1,NA,10/20/21 17:20,Weekday
10/20/21,17:30:00,0,808,0,48.78,72.547,20.7572,16.9664,1,NA,10/20/21 17:30,Weekday
10/20/21,17:40:00,0,840,0,1.011,1.2868,0.681,0.3587,1,NA,10/20/21 17:40,Weekday
10/20/21,17:50:00,0,793.1,0,10.862,25.422,7.7702,5.647,1,NA,10/20/21 17:50,Weekday
10/20/21,18:00:00,0,735.6,0,19.433,68.64,14.46,8.4493,1,NA,10/20/21 18:00,Weekday
10/20/21,18:10:00,0,648.8,0,3.321,14.4538,2.5555,1.07969,1,NA,10/20/21 18:10,Weekday
10/20/21,18:20:00,0,565.8,0,47.713,73.7396,20.6554,20.03959,1,NA,10/20/21 18:20,Weekday
10/20/21,18:30:00,0,643.4,0,1.983,4.5236,1.1282,0.4894,1,NA,10/20/21 18:30,Weekday
10/20/21,18:40:00,0,646.9,0,4.874,23.2976,4.6607,2.5104,1,NA,10/20/21 18:40,Weekday
10/20/21,18:50:00,0,285.3,0,0.157,0.8606,0.1642,0.04886,1,NA,10/20/21 18:50,Weekday
10/20/21,19:00:00,0,96.9,0,0,0.271,0.02417,0,0.7,NA,10/20/21 19:00,Weekday
10/20/21,19:10:00,0,722.2,0,1.281,10.4664,5.59127,3.8027,1,NA,10/20/21 19:10,Weekday
10/20/21,19:20:00,0,925.5,0,1.225,3.2928,1.9442,3.3733,1,NA,10/20/21 19:20,Weekday
10/20/21,19:30:00,0,384.8,0,31.063,18.7048,10.1853,9.412,1,NA,10/20/21 19:30,Weekday
