Date,Time,Off.Wrist.Status,Activity,Marker,White.Light,Red.Light,Green.Light,Blue.Light,Sleep.Wake,Interval.Status,newtime,day
10/8/19,18:40:00,0,658.2,0,0.042,1.3,1.2829,0.54022,1,NA,10/8/19 18:40,Weekday
10/8/19,18:50:00,0,316.6,0,0,16.57,15.356,9.221,1,NA,10/8/19 18:50,Weekday
10/8/19,19:00:00,0,288.1,0,120.799,32.361,24.112,17.829,1,NA,10/8/19 19:00,Weekday
10/8/19,19:10:00,0,269.6,0,0,18.963,21.146,11.665,1,NA,10/8/19 19:10,Weekday
10/8/19,19:20:00,0,238,0,0,12.625,12.293,7.27,1,NA,10/8/19 19:20,Weekday
10/8/19,19:30:00,0,335,0,0,13.199,9.461,7.73,1,NA,10/8/19 19:30,Weekday
10/8/19,19:40:00,0,322.6,0,0,16.191,22.196,8.975,1,NA,10/8/19 19:40,Weekday
10/8/19,19:50:00,0,195,0,0,11.153,12.923,7.12,1,NA,10/8/19 19:50,Weekday
10/8/19,20:00:00,0,179.2,0,0,19.649,13.735,9.992,1,NA,10/8/19 20:00,Weekday
10/8/19,20:10:00,0,307.7,0,49.283,36.624,20.025,15.955,1,NA,10/8/19 20:10,Weekday
10/8/19,20:20:00,0,236.9,0,0,14.99,14.395,8.607,1,NA,10/8/19 20:20,Weekday
10/8/19,20:30:00,0,196,0,14.678,19.056,14.86,10.101,1,NA,10/8/19 20:30,Weekday
10/8/19,20:40:00,0,238.2,0,0,21.309,15.489,11.293,1,NA,10/8/19 20:40,Weekday
10/8/19,20:50:00,0,186.7,0,0,14.633,21.882,9.24,1,NA,10/8/19 20:50,Weekday
10/8/19,21:00:00,0,755.2,0,0,7.992,5.088,4.415,1,NA,10/8/19 21:00,Weekday
10/8/19,21:10:00,0,687.5,0,0,0.058,0,0,1,NA,10/8/19 21:10,Weekday
10/8/19,21:20:00,0,550.4,0,0,3.652,3.039,3.545,1,NA,10/8/19 21:20,Weekday
10/8/19,21:30:00,0,322,0,4.445,1.842,1.2228,1.1539,1,NA,10/8/19 21:30,Weekday
10/8/19,21:40:00,0,195,0,0,1.2979,0.4388,0.532,1,NA,10/8/19 21:40,Weekday
10/8/19,21:50:00,0,383.5,0,4.371,2.0791,1.681,1.483,1,NA,10/8/19 21:50,Weekday
10/8/19,22:00:00,0,959.1,0,2.624,1.546,0.9449,0.4903,1,NA,10/8/19 22:00,Weekday
10/8/19,22:10:00,0,1147.1,0,10.049,6.391,2.4422,2.1651,1,NA,10/8/19 22:10,Weekday
10/8/19,22:20:00,0,1459.8,0,12.084,4.034,3.936,6.5166,1,NA,10/8/19 22:20,Weekday
10/8/19,22:30:00,0,1257.5,0,1.722,2.718,0.7749,0.401,1,NA,10/8/19 22:30,Weekday
10/8/19,22:40:00,0,1003.2,0,2.013,3.25,2.043,1.251,1,NA,10/8/19 22:40,Weekday
10/8/19,22:50:00,0,385.9,0,2.971,2.234,1.3112,1.1004,1,NA,10/8/19 22:50,Weekday
10/8/19,23:00:00,0,678.4,0,11.754,9.634,7.391,4.4794,1,NA,10/8/19 23:00,Weekday
10/8/19,23:10:00,0,1933.6,0,8.154,4.618,7.9591,1.3341,1,NA,10/8/19 23:10,Weekday
10/8/19,23:20:00,0,1090.6,0,15.975,6.2081,6.1539,2.57576,1,NA,10/8/19 23:20,Weekday
10/8/19,23:30:00,0,559.1,0,0.022,0.2163,0.0211,0.00656,1,NA,10/8/19 23:30,Weekday
10/8/19,23:40:00,0,580.1,0,0.493,1.2264,0.643,0.5951,1,NA,10/8/19 23:40,Weekday
10/8/19,23:50:00,0,266.3,0,0,2.4371,1.126,2.685,1,NA,10/8/19 23:50,Weekday
10/9/19,0:00:00,0,460.2,0,1.138,6.4271,44.757,8.505,1,NA,10/9/19 0:00,Weekday
10/9/19,0:10:00,0,564.8,0,0,0.235,0.323,0.203,1,NA,10/9/19 0:10,Weekday
10/9/19,0:20:00,0,393.8,0,1.102,0.271,0.18,0.1411,1,NA,10/9/19 0:20,Weekday
10/9/19,0:30:00,0,437,0,2.08,0.399,0.0422,0.2251,1,NA,10/9/19 0:30,Weekday
10/9/19,0:40:00,0,446.2,0,4.61,3.489,2.1671,1.4956,1,NA,10/9/19 0:40,Weekday
10/9/19,0:50:00,0,302.3,0,2.455,2.887,1.2801,0.8622,1,NA,10/9/19 0:50,Weekday
10/9/19,1:00:00,0,337.1,0,0.297,0.414,0.1668,0.1512,1,NA,10/9/19 1:00,Weekday
10/9/19,1:10:00,0,185.3,0,0,0.0721,0,0,1,NA,10/9/19 1:10,Weekday
10/9/19,1:20:00,0,404.9,0,0,12.2121,4.38,4.34,1,NA,10/9/19 1:20,Weekday
10/9/19,1:30:00,0,419.7,0,1.337,1.753,1.709,0.8,1,NA,10/9/19 1:30,Weekday
10/9/19,1:40:00,0,453.2,0,0.985,0.5392,0.3922,0.222,1,NA,10/9/19 1:40,Weekday
10/9/19,1:50:00,0,549.3,0,1.336,2.8939,2.368,1.721,1,NA,10/9/19 1:50,Weekday
10/9/19,2:00:00,0,151.9,0,50.774,53.2839,36.52,33.03,1,NA,10/9/19 2:00,Weekday
10/9/19,2:10:00,0,298.1,0,10.643,9.219,6.165,5.858,1,NA,10/9/19 2:10,Weekday
10/9/19,2:20:00,0,291,0,26.153,19.7721,17.2331,14.41,1,NA,10/9/19 2:20,Weekday
10/9/19,2:30:00,0,207.6,0,9.253,5.8421,6.6201,4.536,1,NA,10/9/19 2:30,Weekday
10/9/19,2:40:00,0,284.5,0,11.504,10.0459,6.0708,5.983,1,NA,10/9/19 2:40,Weekday
10/9/19,2:50:00,0,301.7,0,0,0,0,0,1,NA,10/9/19 2:50,Weekday
10/9/19,3:00:00,0,540,0,0,1.1821,2.9811,0.518,1,NA,10/9/19 3:00,Weekday
10/9/19,3:10:00,0,0.2,0,0,0,0,0,0.1,NA,10/9/19 3:10,Weekday
10/9/19,3:20:00,0,0,0,0,0,0,0,0,NA,10/9/19 3:20,Weekday
10/9/19,3:30:00,0,0,0,0,0,0,0,0,NA,10/9/19 3:30,Weekday
10/9/19,3:40:00,0,2.3,0,0,0,0,0,0,NA,10/9/19 3:40,Weekday
10/9/19,3:50:00,0,0,0,0,0,0,0,0,NA,10/9/19 3:50,Weekday
10/9/19,4:00:00,0,10.3,0,0,0,0,0,0.2,NA,10/9/19 4:00,Weekday
10/9/19,4:10:00,0,0,0,0,0,0,0,0,NA,10/9/19 4:10,Weekday
10/9/19,4:20:00,0,18.2,0,0,0,0,0,0.1,NA,10/9/19 4:20,Weekday
10/9/19,4:30:00,0,0,0,0,0,0,0,0,NA,10/9/19 4:30,Weekday
10/9/19,4:40:00,0,0,0,0,0,0,0,0,NA,10/9/19 4:40,Weekday
10/9/19,4:50:00,0,4.8,0,0,0,0,0,0.1,NA,10/9/19 4:50,Weekday
10/9/19,5:00:00,0,6.4,0,0,0,0,0,0.1,NA,10/9/19 5:00,Weekday
10/9/19,5:10:00,0,0,0,0,0,0,0,0,NA,10/9/19 5:10,Weekday
10/9/19,5:20:00,0,34.6,0,0,0,0,0,0.5,NA,10/9/19 5:20,Weekday
10/9/19,5:30:00,0,6,0,0,0,0,0,0.1,NA,10/9/19 5:30,Weekday
10/9/19,5:40:00,0,1.2,0,0,0,0,0,0,NA,10/9/19 5:40,Weekday
10/9/19,5:50:00,0,11.1,0,0,0,0,0,0.1,NA,10/9/19 5:50,Weekday
10/9/19,6:00:00,0,12.1,0,0,0,0,0,0.3,NA,10/9/19 6:00,Weekday
10/9/19,6:10:00,0,10.9,0,0,0,0,0,0.1,NA,10/9/19 6:10,Weekday
10/9/19,6:20:00,0,0,0,0,0,0,0,0,NA,10/9/19 6:20,Weekday
10/9/19,6:30:00,0,0,0,0,0,0,0,0,NA,10/9/19 6:30,Weekday
10/9/19,6:40:00,0,46.8,0,0,0,0,0,0.4,NA,10/9/19 6:40,Weekday
10/9/19,6:50:00,0,7.8,0,0,0,0,0,0,NA,10/9/19 6:50,Weekday
10/9/19,7:00:00,0,14.9,0,0,0,0,0,0.1,NA,10/9/19 7:00,Weekday
10/9/19,7:10:00,0,32.4,0,0,0,0,0,0.3,NA,10/9/19 7:10,Weekday
10/9/19,7:20:00,0,27.8,0,0.022,0,0,0.00656,0.2,NA,10/9/19 7:20,Weekday
10/9/19,7:30:00,0,6.8,0,0,0,0,0,0.1,NA,10/9/19 7:30,Weekday
10/9/19,7:40:00,0,5.2,0,0,0,0,0,0.1,NA,10/9/19 7:40,Weekday
10/9/19,7:50:00,0,58.2,0,0.893,2.422,0.9022,0.4046,0.3,NA,10/9/19 7:50,Weekday
10/9/19,8:00:00,0,2,0,1.301,4.642,1.1583,0.539,0,NA,10/9/19 8:00,Weekday
10/9/19,8:10:00,0,0,0,1.548,4.767,1.333,0.7152,0,NA,10/9/19 8:10,Weekday
10/9/19,8:20:00,0,22.3,0,1.629,2.014,0.6091,0.4593,0.2,NA,10/9/19 8:20,Weekday
10/9/19,8:30:00,0,26.3,0,2.236,6.914,1.9554,0.911,0.4,NA,10/9/19 8:30,Weekday
10/9/19,8:40:00,0,31.2,0,1.151,3.407,1.031,0.4628,0.4,NA,10/9/19 8:40,Weekday
10/9/19,8:50:00,0,43.8,0,0.47,1.652,0.3761,0.27605,0.6,NA,10/9/19 8:50,Weekday
10/9/19,9:00:00,0,34.4,0,3.917,12.223,3.431,1.398,0.2,NA,10/9/19 9:00,Weekday
10/9/19,9:10:00,0,0,0,3.552,12.15,3.096,1.202,0,NA,10/9/19 9:10,Weekday
10/9/19,9:20:00,0,15.5,0,2.155,7.383,1.97,0.75917,0.2,NA,10/9/19 9:20,Weekday
10/9/19,9:30:00,0,0,0,3.964,14.17,3.563,1.261,0,NA,10/9/19 9:30,Weekday
10/9/19,9:40:00,0,25.2,0,3.941,14.075,3.443,1.311,0.3,NA,10/9/19 9:40,Weekday
10/9/19,9:50:00,0,22.3,0,5.1,17.49,4.387,1.749,0.2,NA,10/9/19 9:50,Weekday
10/9/19,10:00:00,0,10.8,0,5.402,18.71,4.595,1.843,0.1,NA,10/9/19 10:00,Weekday
10/9/19,10:10:00,0,46.8,0,2.404,8.641,1.994,0.8475,0.5,NA,10/9/19 10:10,Weekday
10/9/19,10:20:00,0,3.2,0,1.155,3.71,1.011,0.379,0,NA,10/9/19 10:20,Weekday
10/9/19,10:30:00,0,0,0,0,0,0,0,0,NA,10/9/19 10:30,Weekday
10/9/19,10:40:00,0,0,0,0,0,0,0,0,NA,10/9/19 10:40,Weekday
10/9/19,10:50:00,0,0,0,0,0,0,0,0,NA,10/9/19 10:50,Weekday
10/9/19,11:00:00,0,76.6,0,1.506,4.0691,1.2513,0.53026,0.6,NA,10/9/19 11:00,Weekday
10/9/19,11:10:00,0,20.1,0,0.022,0.116,0.0211,0.00656,0.3,NA,10/9/19 11:10,Weekday
10/9/19,11:20:00,0,10,0,0.044,0.1442,0.0422,0.01312,0.1,NA,10/9/19 11:20,Weekday
10/9/19,11:30:00,0,27.1,0,0.208,0.505,0.172,0.104,0.3,NA,10/9/19 11:30,Weekday
10/9/19,11:40:00,0,7.6,0,0.198,0.6489,0.1899,0.05904,0.1,NA,10/9/19 11:40,Weekday
10/9/19,11:50:00,0,70.3,0,3.077,10.5371,2.6603,1.01466,0.9,NA,10/9/19 11:50,Weekday
10/9/19,12:00:00,0,63.7,0,1.775,6.99,1.567,0.5235,0.5,NA,10/9/19 12:00,Weekday
10/9/19,12:10:00,0,99.6,0,6.959,22.261,5.985,2.3476,0.9,NA,10/9/19 12:10,Weekday
10/9/19,12:20:00,0,471.6,0,7.499,19.966,8.613,3.9449,0.8,NA,10/9/19 12:20,Weekday
10/9/19,12:30:00,0,618.7,0,2.127,15.1401,1.4638,0.67937,1,NA,10/9/19 12:30,Weekday
10/9/19,12:40:00,0,332.5,0,3.58,25.517,2.4494,1.142,1,NA,10/9/19 12:40,Weekday
10/9/19,12:50:00,0,205.7,0,11.679,39.622,10.0136,5.52,1,NA,10/9/19 12:50,Weekday
10/9/19,13:00:00,0,232.6,0,0.571,2.663,0.51146,0.17641,1,NA,10/9/19 13:00,Weekday
10/9/19,13:10:00,0,645.5,0,2.745,13.393,2.1727,0.83265,1,NA,10/9/19 13:10,Weekday
10/9/19,13:20:00,0,417.3,0,3.246,49.0442,13.2651,10.63556,1,NA,10/9/19 13:20,Weekday
10/9/19,13:30:00,0,344.3,0,17.626,29.752,17.3343,13.6519,1,NA,10/9/19 13:30,Weekday
10/9/19,13:40:00,0,170.3,0,0.021,0,0.00458,0.00711,1,NA,10/9/19 13:40,Weekday
10/9/19,13:50:00,0,461.4,0,109.742,56.615,28.927,22.59997,1,NA,10/9/19 13:50,Weekday
10/9/19,14:00:00,0,121.5,0,2.525,7.7848,3.301,0.7856,1,NA,10/9/19 14:00,Weekday
