Date,Time,Off.Wrist.Status,Activity,Marker,White.Light,Red.Light,Green.Light,Blue.Light,Sleep.Wake,Interval.Status,newtime,day
10/8/19,11:10:00,0,273,0,470.03,68.456,46.63096,35.59304,1,NA,10/8/19 11:10,Weekday
10/8/19,11:20:00,0,510.5,0,761.048,547.801,352.2056,193.254,1,NA,10/8/19 11:20,Weekday
10/8/19,11:30:00,0,331.2,0,40.803,42.955,31.091,23.431,1,NA,10/8/19 11:30,Weekday
10/8/19,11:40:00,0,38.9,0,27.822,21.71,17.115,12.349,0.2,NA,10/8/19 11:40,Weekday
10/8/19,11:50:00,0,826.6,0,78.213,134.64,84.82,64.12,1,NA,10/8/19 11:50,Weekday
10/8/19,12:00:00,0,650.9,0,17.92,30.84,21.12,16.583,1,NA,10/8/19 12:00,Weekday
10/8/19,12:10:00,0,854,0,105.427,30.37,25.8,17.7,1,NA,10/8/19 12:10,Weekday
10/8/19,12:20:00,0,345.4,0,19.704,32.192,22.524,17.682,1,NA,10/8/19 12:20,Weekday
10/8/19,12:30:00,0,353.1,0,0,43.679,31.529,25.251,1,NA,10/8/19 12:30,Weekday
10/8/19,12:40:00,0,224.6,0,0.979,37.083,26.48,20.5783,1,NA,10/8/19 12:40,Weekday
10/8/19,12:50:00,0,133.5,0,0,39.38,29.9,21.932,1,NA,10/8/19 12:50,Weekday
10/8/19,13:00:00,0,357.4,0,0,56.01,44.25,32.81,1,NA,10/8/19 13:00,Weekday
10/8/19,13:10:00,0,142.9,0,0,26.026,23.459,17.02,1,NA,10/8/19 13:10,Weekday
10/8/19,13:20:00,0,69.8,0,0,22.567,20.255,14.445,1,NA,10/8/19 13:20,Weekday
10/8/19,13:30:00,0,230.4,0,0,9.088,10.89,6.612,1,NA,10/8/19 13:30,Weekday
10/8/19,13:40:00,0,246.2,0,0,28.112,22.39,17.612,1,NA,10/8/19 13:40,Weekday
10/8/19,13:50:00,0,224.3,0,0,24.832,19.409,15.12,1,NA,10/8/19 13:50,Weekday
10/8/19,14:00:00,0,556.6,0,73.923,138.686,110.334,52.56,1,NA,10/8/19 14:00,Weekday
10/8/19,14:10:00,0,486.6,0,8.542,40.183,8.248,3.1514,1,NA,10/8/19 14:10,Weekday
10/8/19,14:20:00,0,170.5,0,18.702,11.918,9.997,6.721,0.9,NA,10/8/19 14:20,Weekday
10/8/19,14:30:00,0,211.8,0,44.149,22.632,19.535,12.543,1,NA,10/8/19 14:30,Weekday
10/8/19,14:40:00,0,95.5,0,6.127,2.877,2.927,1.7487,0.8,NA,10/8/19 14:40,Weekday
10/8/19,14:50:00,0,55.4,0,16.262,12.6799,10.0626,7.2735,0.8,NA,10/8/19 14:50,Weekday
10/8/19,15:00:00,0,254.1,0,7.674,14.536,9.219,8.313,0.9,NA,10/8/19 15:00,Weekday
