state,date,dex,num_devices,dex_income_1,num_devices_income_1,dex_income_2,num_devices_income_2,dex_income_3,num_devices_income_3,dex_income_4,num_devices_income_4
AK,2020-02-01,117.4519,29335,141.0878,1093,110.3145,4836,115.6567,10015,120.3371,12452
AK,2020-02-02,54.6235,28977,70.42,1069,52.8559,4748,51.9067,9908,53.9964,12371
AK,2020-02-03,83.5664,30301,100.8198,1110,82.6956,4958,81.0161,10357,84.6124,12942
AK,2020-02-04,87.4964,30963,97.1956,1135,90.146,5083,81.0339,10569,90.4721,13220
AK,2020-02-05,95.9697,31844,126.9906,1172,97.5252,5263,92.4149,10873,96.7948,13600
AK,2020-02-06,102.2623,31465,130.9015,1127,96.9451,5115,99.2963,10817,106.4021,13490
AK,2020-02-07,129.6549,31625,143.0288,1145,123.6672,5228,124.677,10775,133.2637,13514
AK,2020-02-08,113.854,30816,119.2124,1111,106.7281,5090,111.1335,10551,117.6721,13135
AK,2020-02-09,82.6333,30635,95.7152,1085,79.4322,5056,77.8862,10494,85.3139,13081
AK,2020-02-10,95.9679,32162,112.8943,1192,94.1543,5262,92.4486,10987,97.6466,13691
AK,2020-02-11,94.9884,32494,116.4881,1178,97.1386,5355,90.665,11117,95.8082,13819
AK,2020-02-12,88.136,31606,101.3236,1165,84.6439,5221,84.2669,10736,91.4529,13406
AK,2020-02-13,108.8973,30940,145.9312,1120,111.6917,5015,102.3936,10555,114.0652,13185
AK,2020-02-14,150.4336,31541,207.3215,1129,144.2507,5190,147.4125,10794,153.8842,13364
AK,2020-02-15,116.3494,30843,133.1835,1161,107.2954,5085,115.55,10573,118.659,12993
AK,2020-02-16,80.6795,30656,87.6463,1145,76.5118,5004,76.8962,10467,83.5052,13019
AK,2020-02-17,95.9581,31705,116.7523,1183,90.3397,5155,90.402,10798,100.8672,13453
AK,2020-02-18,92.5253,32560,115.1648,1165,90.39,5220,87.6866,11099,94.4162,13930
AK,2020-02-19,96.668,32465,109.6559,1145,96.0666,5196,92.0182,11016,99.7067,13906
AK,2020-02-20,105.7253,32783,118.3717,1165,106.7532,5256,104.9521,11128,104.1456,13972
AK,2020-02-21,120.0243,32540,138.9593,1155,118.2162,5232,116.9106,11059,121.5656,13828
AK,2020-02-22,122.343,31436,126.6256,1119,114.3796,5053,121.4353,10745,127.5951,13409
AK,2020-02-23,77.6864,30725,85.7392,1108,73.5249,4898,76.5123,10367,79.4849,13244
AK,2020-02-24,89.7421,32524,95.8502,1215,90.4335,5267,87.6791,11007,91.7857,13794
AK,2020-02-25,92.2348,32390,108.1646,1203,92.2735,5301,89.6548,10894,93.0007,13829
AK,2020-02-26,104.3115,32076,121.8778,1211,107.2802,5232,99.828,10869,106.3145,13699
AK,2020-02-27,108.8267,32493,140.9596,1212,110.3652,5299,106.2523,11003,107.4639,13851
AK,2020-02-28,134.7942,31920,155.9787,1221,134.5379,5181,133.3017,10794,134.7925,13576
AK,2020-02-29,112.4001,29290,134.111,1045,105.5357,4738,110.293,9937,116.7032,12547
AK,2020-03-01,72.4156,26279,84.0824,959,71.8396,4140,70.9171,8856,72.926,11483
AK,2020-03-02,75.0562,27132,79.5605,1008,81.1915,4283,71.73,9111,75.3946,11770
AK,2020-03-03,81.5942,27503,83.9212,977,85.7608,4436,79.7573,9208,83.4885,11883
AK,2020-03-04,86.2944,27418,90.0967,1034,95.1114,4424,82.6751,9307,86.1402,11756
AK,2020-03-05,88.4491,27408,112.9111,1035,89.6473,4398,84.3795,9228,89.2478,11863
AK,2020-03-06,111.287,27420,123.8904,1031,114.4263,4412,107.8068,9210,113.7362,11835
AK,2020-03-07,110.3048,28028,139.0019,1073,101.1268,4542,109.098,9483,114.5657,11979
AK,2020-03-08,63.287,27859,70.2303,1064,66.0235,4510,60.7073,9435,64.7993,11836
AK,2020-03-09,77.4001,28590,87.4978,1127,85.1568,4598,75.7642,9753,76.3549,12287
AK,2020-03-10,81.7324,27890,101.3604,1085,86.9358,4531,79.6877,9443,82.2882,11925
AK,2020-03-11,84.9083,27124,99.2768,1062,87.2463,4389,81.5429,9217,87.6567,11613
AK,2020-03-12,96.5403,26735,107.9087,1051,100.099,4302,94.1232,9054,99.9362,11465
AK,2020-03-13,110.1495,26814,118.257,1066,110.4421,4282,110.7867,9047,112.6355,11529
AK,2020-03-14,82.6978,27583,111.3253,1085,81.2655,4376,82.5793,9303,83.6765,11992
AK,2020-03-15,51.6198,27530,52.6608,1082,51.2062,4394,50.3754,9272,52.6121,12037
AK,2020-03-16,83.9828,28985,97.4471,1116,92.0738,4676,81.7979,9799,85.429,12558
AK,2020-03-17,63.7368,28464,68.6373,1045,72.2053,4531,63.5804,9708,61.7553,12389
AK,2020-03-18,53.2527,26876,67.7237,1017,57.0321,4262,53.6665,9097,51.8828,11782
AK,2020-03-19,46.053,26843,51.6557,970,50.2178,4242,46.4376,9025,43.3197,11747
AK,2020-03-20,53.2118,26467,59.8004,977,57.9541,4117,52.7719,8970,51.9913,11582
AK,2020-03-21,31.512,27301,37.719,1025,32.1972,4295,32.5122,9347,29.2247,11840
AK,2020-03-22,33.2599,27196,40.9697,1023,33.592,4341,32.1429,9293,32.1746,11806
AK,2020-03-23,37.0811,28571,39.2088,1087,41.362,4561,37.7098,9694,34.0045,12462
AK,2020-03-24,37.3008,28230,38.8679,1090,40.03,4464,36.5567,9586,35.3101,12346
AK,2020-03-25,33.7724,28113,45.7109,1069,37.9259,4401,32.3024,9689,31.6595,12242
AK,2020-03-26,37.3152,28409,43.4636,1059,41.4092,4497,37.9017,9788,34.5287,12178
AK,2020-03-27,42.2826,28488,49.2918,1083,48.2094,4484,42.3098,9716,39.0933,12299
AK,2020-03-28,31.7136,27592,35.5019,1028,34.806,4340,32.2818,9323,29.7453,11994
AK,2020-03-29,18.8832,27280,22.538,974,20.9299,4282,18.0095,9276,17.1362,11841
AK,2020-03-30,31.5612,28842,36.7238,1050,35.6354,4577,30.9719,9882,28.396,12494
AK,2020-03-31,36.9112,28309,42.8774,1036,44.7349,4492,34.7374,9757,34.1771,12325
AK,2020-04-01,38.3901,25949,45.7571,988,43.1234,4215,37.5285,9200,34.8445,11295
AK,2020-04-02,34.9262,25239,35.499,996,40.9469,4161,33.0906,8857,31.7833,10939
AK,2020-04-03,38.6998,25137,40.6343,990,42.7046,4184,38.1346,8896,34.9468,10834
AK,2020-04-04,32.3111,24503,37.1086,939,33.9135,3988,30.9654,8591,31.2124,10708
AK,2020-04-05,21.8512,24301,27.3579,936,22.592,4017,22.0602,8472,19.726,10599
AK,2020-04-06,33.4515,24340,32.0439,933,37.5729,4011,32.3581,8506,31.89,10680
AK,2020-04-07,33.921,24972,39.5062,972,38.3092,4149,32.496,8875,31.281,10836
AK,2020-04-08,38.4272,24590,41.686,946,43.0751,4130,36.8545,8660,35.4517,10712
AK,2020-04-09,35.848,24625,40.4112,968,40.9347,4104,34.9582,8728,33.4878,10655
AK,2020-04-10,48.2132,24722,50.7596,940,51.3527,4086,48.5631,8761,45.6501,10793
AK,2020-04-11,44.9138,23960,41.1155,935,46.8299,3962,45.66,8373,43.6283,10488
AK,2020-04-12,16.4813,22245,22.436,883,17.6651,3655,16.4124,7822,14.176,9783
AK,2020-04-13,29.8554,22682,33.27,900,30.92,3750,28.9428,7943,28.3917,9905
AK,2020-04-14,39.4659,22941,42.8711,900,44.621,3834,37.7943,8007,37.1492,9961
AK,2020-04-15,47.1908,22789,51.7185,913,53.6893,3843,47.1204,7974,42.7894,9879
AK,2020-04-16,43.6406,23133,42.3405,928,50.5712,3874,43.7296,8034,38.5076,10072
AK,2020-04-17,53.8408,23220,50.9968,935,58.0213,3843,55.5873,8095,49.8287,10139
AK,2020-04-18,46.6944,22719,49.7853,871,47.8604,3776,48.1297,7882,43.755,10008
AK,2020-04-19,29.7746,22420,30.4679,887,29.967,3755,30.0431,7765,27.9978,9812
AK,2020-04-20,43.2881,24625,41.5202,990,48.3209,4135,41.6166,8631,40.4124,10697
AK,2020-04-21,45.9744,24959,47.7776,989,51.368,4198,44.7108,8738,42.5513,10807
AK,2020-04-22,45.3648,24764,54.9098,998,51.9318,4164,42.8692,8672,41.7669,10762
AK,2020-04-23,45.4264,24753,51.9869,993,50.0155,4118,44.9942,8651,41.7142,10739
AK,2020-04-24,57.8701,25123,54.3888,1021,62.3051,4218,58.508,8805,55.4024,10844
AK,2020-04-25,54.7807,24450,52.2844,953,54.109,4083,55.5125,8558,53.9401,10704
AK,2020-04-26,37.0715,24100,38.2669,948,35.4784,4009,36.2375,8448,36.2019,10528
AK,2020-04-27,51.7263,24961,58.001,986,56.5471,4246,49.4932,8739,49.3378,10886
AK,2020-04-28,50.6529,24855,56.1972,1014,53.0179,4197,51.0707,8724,47.4462,10799
AK,2020-04-29,49.5616,24563,54.3623,988,53.8627,4173,48.3271,8575,46.9872,10674
AK,2020-04-30,49.0574,24488,57.7795,993,50.6346,4157,47.4667,8533,46.5552,10628
AL,2020-02-01,286.078,491099,240.8696,163621,276.6207,146626,332.5905,109766,380.2093,59795
AL,2020-02-02,142.4849,489560,118.6288,163094,138.9048,146028,165.4232,109694,186.6601,59627
AL,2020-02-03,133.5132,501626,118.2381,166652,129.2265,149211,148.7592,112243,170.463,61237
AL,2020-02-04,129.4224,509108,113.625,168924,124.5615,151326,145.3146,113526,169.9112,61881
AL,2020-02-05,117.0883,513953,101.415,170601,111.3372,152680,132.3351,114613,158.7616,62575
AL,2020-02-06,134.7943,509330,115.4211,168680,130.2456,151758,151.9578,113638,183.1902,61954
AL,2020-02-07,234.6788,507916,199.2667,168993,230.206,151180,269.1291,113158,310.1323,61543
AL,2020-02-08,298.6463,495426,242.2617,164328,290.8914,147698,346.9205,110682,418.7075,60334
AL,2020-02-09,156.1464,495331,128.1297,164419,151.409,148217,181.0184,110713,214.3326,60325
AL,2020-02-10,120.0377,512174,105.7388,169583,116.6839,152585,134.1671,114147,154.0584,62313
AL,2020-02-11,137.6864,511615,117.9064,169151,132.7256,152058,156.3289,114269,181.8276,62552
AL,2020-02-12,146.8802,517450,124.2972,171354,140.7103,153430,169.4191,115100,200.4704,63114
AL,2020-02-13,186.9596,491355,157.7241,161153,181.5594,145890,214.7457,110016,250.5501,60832
AL,2020-02-14,295.958,500438,254.4992,164960,291.217,149137,336.0019,112097,385.2561,61397
AL,2020-02-15,289.8115,495186,245.4108,163791,285.1672,148055,335.302,110820,377.7505,60017
AL,2020-02-16,152.8598,489831,125.005,160840,146.8269,146309,179.2088,110239,213.7831,60080
AL,2020-02-17,162.5655,502532,133.4604,164200,154.9394,149815,186.5071,112933,235.2457,62074
AL,2020-02-18,121.1387,511813,104.5245,166745,115.589,152223,136.4134,115211,165.1631,63550
AL,2020-02-19,139.3846,510428,119.9125,166581,133.0806,151685,158.2107,114838,188.2933,63328
AL,2020-02-20,135.6604,513222,115.851,167531,131.1261,152417,154.9823,115132,180.9189,63339
AL,2020-02-21,232.3785,508400,198.3343,166231,227.6429,151076,267.2124,114430,303.9966,62627
AL,2020-02-22,285.3519,498364,239.305,163112,275.39,148407,329.2727,112210,385.4396,61483
AL,2020-02-23,154.3067,489070,127.6611,159561,148.8946,146029,177.3246,110183,210.3842,60630
AL,2020-02-24,125.2593,506256,107.6072,165725,122.2684,150409,141.4774,113299,164.6019,62219
AL,2020-02-25,149.4239,509918,128.6791,167927,144.503,151182,171.1014,113741,197.9006,62206
AL,2020-02-26,160.275,504056,144.7449,164319,157.2145,149650,177.0522,113260,198.0912,62157
AL,2020-02-27,174.9725,511908,155.4613,167802,169.2722,151708,196.0532,114368,227.1218,62661
AL,2020-02-28,263.349,499112,235.8852,163036,258.8177,148389,292.6588,111969,326.9383,61587
AL,2020-02-29,346.7362,474560,303.6297,154683,337.4044,141433,392.7235,106846,438.9278,59104
AL,2020-03-01,176.0911,423741,151.3249,133617,170.3101,126284,202.4086,97445,228.8245,55404
AL,2020-03-02,124.1961,436659,110.9829,137730,121.2688,129765,139.7178,99873,154.8083,56851
AL,2020-03-03,130.1491,441085,115.5219,139268,124.2297,131074,145.3773,101030,170.214,57331
AL,2020-03-04,119.0785,440313,104.435,138999,114.5369,130755,132.5753,100892,158.2043,57359
AL,2020-03-05,145.123,436275,127.3981,137523,139.6197,129506,162.4238,100219,190.1138,57061
AL,2020-03-06,229.7275,430173,196.192,135714,223.8041,127849,263.4072,98746,294.3064,56476
AL,2020-03-07,307.5918,434756,263.0287,137641,294.682,129504,351.789,99800,402.3435,56884
AL,2020-03-08,160.8187,438127,135.21,139186,155.3123,130515,185.3036,100716,211.1424,56789
AL,2020-03-09,126.2174,454397,109.3743,144999,123.1177,135517,142.5522,104404,160.6349,58268
AL,2020-03-10,130.3677,458670,110.8031,146593,125.5672,136737,147.98,104805,173.4034,58908
AL,2020-03-11,129.3889,439275,110.7182,139365,125.0074,130525,147.1914,100528,169.94,56836
AL,2020-03-12,169.3848,434416,144.4077,137281,163.0331,129155,192.7479,100013,222.8336,56625
AL,2020-03-13,247.8732,433792,215.0452,137573,245.7541,128976,282.3952,99659,302.9373,56261
AL,2020-03-14,233.0325,434713,203.8296,138150,230.0855,129370,262.668,100173,285.7255,56492
AL,2020-03-15,114.9423,438364,99.0489,140085,114.8482,130938,131.5224,100548,138.3139,56443
AL,2020-03-16,131.0949,452294,114.5218,144688,131.2149,135337,148.4805,103992,155.4574,57878
AL,2020-03-17,104.5394,445950,92.7348,142418,105.3629,133451,118.3052,102257,119.5045,56890
AL,2020-03-18,95.5258,425190,87.0145,134682,96.9529,127319,106.4048,98165,103.5684,55279
AL,2020-03-19,83.881,416672,78.4781,131505,86.2595,124959,92.0241,95824,85.9991,54306
AL,2020-03-20,75.5062,420975,72.6769,132947,78.3674,126356,82.314,96990,70.8136,54335
AL,2020-03-21,46.64,422073,44.7912,134674,48.1679,127438,50.5212,96977,45.0305,53482
AL,2020-03-22,50.5653,424015,47.6393,136276,52.1144,127665,55.4462,97327,50.5352,52992
AL,2020-03-23,56.2928,430991,53.4406,139118,58.1843,129530,61.7669,98538,55.4597,53326
AL,2020-03-24,58.3347,433912,54.2401,139915,59.7989,129973,64.5522,99102,59.7182,54012
AL,2020-03-25,64.6878,431149,60.7171,139392,66.8836,129657,70.5965,98626,65.2779,53210
AL,2020-03-26,70.3117,432389,66.5985,139569,72.0394,130009,77.2981,98805,70.376,53483
AL,2020-03-27,98.8197,435849,93.6647,140806,102.8548,130841,107.7476,99401,97.8871,53789
AL,2020-03-28,89.403,430532,83.2596,138689,92.8082,129258,98.9429,98434,91.463,53617
AL,2020-03-29,49.0247,422009,45.907,135825,50.1017,126483,54.7545,96300,49.9432,52597
AL,2020-03-30,54.5567,445155,51.3276,143251,56.5859,133435,59.8476,101632,54.4823,55500
AL,2020-03-31,54.0366,439665,50.9665,141084,55.3,131974,59.5372,100470,55.1227,54703
AL,2020-04-01,71.9592,408812,70.1802,131756,73.4278,124237,76.1796,94942,68.3918,52493
AL,2020-04-02,71.3095,405712,67.93,131010,73.5854,123225,76.792,94394,67.191,51975
AL,2020-04-03,100.0936,403524,95.4051,130199,103.786,122565,107.3571,93709,95.3631,51590
AL,2020-04-04,80.2387,398228,73.7893,128252,80.8166,121041,88.4651,92749,83.3988,51161
AL,2020-04-05,32.125,383868,30.8511,123662,32.4921,116520,34.9583,89258,30.3211,49373
AL,2020-04-06,46.7993,393071,45.5241,126582,47.4065,119878,50.0944,91393,43.4488,50348
AL,2020-04-07,45.3863,406276,42.56,130654,46.437,123919,49.23,94459,43.9252,52386
AL,2020-04-08,52.2139,394914,49.0796,127223,53.4705,120142,56.561,91711,50.4582,50829
AL,2020-04-09,61.1928,400771,58.2426,129474,63.1697,122229,66.0859,92998,56.821,51385
AL,2020-04-10,99.3031,401967,94.1239,129781,102.4281,122569,108.1475,93250,93.0842,51546
AL,2020-04-11,95.0124,395983,87.7717,127297,97.6335,120745,103.879,92344,95.3362,51133
AL,2020-04-12,21.305,373027,22.752,119734,22.8295,114254,21.3699,86787,14.9486,48154
AL,2020-04-13,58.672,382597,57.119,122082,60.5269,117440,62.5012,89667,52.5191,49745
AL,2020-04-14,65.3149,370580,61.8876,118330,66.2879,113432,71.5521,86618,62.2858,48010
AL,2020-04-15,85.2788,373945,83.3367,120076,89.385,114245,91.362,86954,73.6602,48343
AL,2020-04-16,85.6597,372456,83.616,119255,89.3821,113878,91.4843,86603,75.1388,48396
AL,2020-04-17,109.0493,376744,104.5896,120678,113.8538,114922,117.9272,87786,98.6213,48848
AL,2020-04-18,112.2607,375852,106.228,120250,116.5451,114516,122.2445,87717,104.937,49030
AL,2020-04-19,45.6949,367876,44.9477,117938,49.0232,112502,47.27,85363,39.6684,47417
AL,2020-04-20,76.7854,383503,74.2988,123645,78.9799,116912,83.0577,89183,69.409,49386
AL,2020-04-21,79.2645,398092,75.047,128832,81.4831,121392,85.9495,92425,76.1185,50840
AL,2020-04-22,76.9338,402304,73.8305,129705,79.1939,122548,82.8374,93271,72.6195,51454
AL,2020-04-23,66.1499,398654,63.9011,128170,67.873,121636,71.2981,92305,62.24,51007
AL,2020-04-24,118.8889,403060,113.8859,130311,123.7598,122979,126.868,93454,110.0852,51554
AL,2020-04-25,116.5433,395767,110.0413,127703,119.9696,120807,125.4783,92083,112.4898,51024
AL,2020-04-26,76.1686,380662,71.9616,122997,78.9659,116346,82.9976,88677,70.3807,49035
AL,2020-04-27,83.7701,394331,79.5041,127572,85.8209,120324,91.3228,91695,78.9035,50498
AL,2020-04-28,83.4913,396922,78.7024,128327,85.0023,121016,91.4182,92176,81.2012,50843
AL,2020-04-29,73.8051,394662,71.6622,127701,76.2915,120284,78.6408,91444,68.0065,50266
AL,2020-04-30,96.3852,390078,91.5899,126296,99.4564,119148,104.3117,90603,90.1771,49837
AR,2020-02-01,266.3016,255475,219.1649,92268,272.2612,84817,314.0614,49757,361.9231,20844
AR,2020-02-02,117.5299,256464,96.6316,92339,119.6879,85530,141.9404,50230,155.2928,20766
AR,2020-02-03,128.1866,266276,114.6003,96068,128.5764,88495,143.7807,51862,163.7513,21476
AR,2020-02-04,120.296,269685,104.9317,97229,120.2204,89431,137.657,52398,162.4294,21831
AR,2020-02-05,118.9254,268954,106.9428,96581,118.9494,89175,133.5628,52612,151.4345,21725
AR,2020-02-06,140.3459,266007,123.109,96121,139.8952,88359,161.6181,51729,180.9475,21432
AR,2020-02-07,201.156,265365,171.3696,95981,202.1296,87957,235.4561,51471,275.8656,21364
AR,2020-02-08,260.2094,257956,216.7571,92772,265.0017,85601,305.704,50271,348.6202,20985
AR,2020-02-09,132.1274,259869,108.7647,93410,133.9307,86559,158.7305,50706,179.5202,21000
AR,2020-02-10,128.2306,270371,110.935,97460,128.776,89616,147.0252,52587,174.2902,21746
AR,2020-02-11,134.4762,268905,116.6045,96777,135.3363,89039,154.2724,52289,180.5075,21571
AR,2020-02-12,130.2405,271014,113.245,97638,131.3418,89508,149.9396,52588,175.8757,21779
AR,2020-02-13,170.976,256338,145.0677,91446,172.6866,84777,201.474,49962,231.8901,21043
AR,2020-02-14,252.273,262647,216.3444,93798,255.1813,87012,294.3766,51144,336.9372,21364
AR,2020-02-15,254.8164,258234,213.1995,92415,259.2174,85663,305.1339,50174,338.42,21294
AR,2020-02-16,133.467,255217,109.187,90950,133.4039,84902,160.3431,49969,194.6539,21038
AR,2020-02-17,150.0962,263482,126.3474,94124,148.9743,87364,177.8898,51408,215.6893,21410
AR,2020-02-18,116.0396,269149,100.8931,95794,115.82,89255,134.0783,52381,159.019,21845
AR,2020-02-19,130.5744,266973,112.585,95057,130.0269,88566,151.3549,51917,181.6183,21645
AR,2020-02-20,137.7786,269074,119.2698,95994,138.5094,89230,157.9417,52298,187.3245,21744
AR,2020-02-21,199.1661,265705,170.3306,94901,202.5215,87939,232.0001,51698,264.6471,21607
AR,2020-02-22,252.1262,259625,212.7306,92510,253.7388,85860,294.4519,50679,351.7764,21323
AR,2020-02-23,127.2186,254141,105.695,90144,127.0495,84526,154.2153,49956,173.4035,20809
AR,2020-02-24,126.2806,267154,111.7236,95385,126.5945,88458,143.7804,52020,169.2971,21604
AR,2020-02-25,132.2653,268606,114.5564,96119,132.5017,88869,152.382,51998,179.3182,21828
AR,2020-02-26,147.0521,265643,130.9347,94423,146.1352,87874,166.5649,51789,192.0029,21775
AR,2020-02-27,156.4712,269286,138.3527,96090,155.3193,89071,178.0521,52374,211.8355,21753
AR,2020-02-28,233.495,263139,206.1848,93654,237.9238,87004,267.4591,51267,294.9526,21460
AR,2020-02-29,303.3603,249813,264.8184,88390,305.019,82527,350.6033,49081,396.3326,20623
AR,2020-03-01,149.552,225006,127.3376,77601,150.0947,74581,175.0655,45220,204.3784,19445
AR,2020-03-02,124.4131,231551,111.7076,80381,125.0339,76617,141.9148,46069,161.7716,19776
AR,2020-03-03,126.6213,230377,112.9675,79785,126.8449,76320,144.4034,45870,163.5471,19820
AR,2020-03-04,126.8233,229733,111.5324,79636,127.2984,76188,145.2312,45904,168.6105,19845
AR,2020-03-05,144.4367,227247,127.6012,78351,144.9541,75304,166.6895,45504,189.1046,19847
AR,2020-03-06,202.1397,226072,177.2041,77871,202.615,74850,232.4688,45392,266.2631,19855
AR,2020-03-07,266.5563,228773,229.026,78696,265.3921,75737,311.5786,45871,354.1511,20453
AR,2020-03-08,140.7382,232676,117.8005,80122,139.4774,77259,165.2481,46829,196.7431,20768
AR,2020-03-09,115.5921,244578,103.4347,84693,115.2763,81023,130.497,48676,153.415,21407
AR,2020-03-10,129.1958,246345,113.8013,85453,128.4147,81563,147.2419,49062,172.4628,21579
AR,2020-03-11,131.5261,237090,113.8055,81689,131.0575,78310,151.9621,47467,178.2953,20906
AR,2020-03-12,160.2571,236870,139.6221,81615,160.7804,78418,184.8366,47264,216.8845,20725
AR,2020-03-13,187.4518,234778,166.6849,80835,189.5975,78015,215.141,46873,233.6057,20535
AR,2020-03-14,183.4381,231372,163.2742,79548,184.9493,76868,210.4494,46261,222.632,20525
AR,2020-03-15,101.1313,232591,87.8578,80434,104.8668,77911,115.6566,46488,119.1967,20088
AR,2020-03-16,109.8258,240746,96.9479,83773,112.6679,80634,125.6431,47914,129.7261,20417
AR,2020-03-17,95.1376,237648,84.1744,82735,97.4853,79469,109.2017,47134,110.5168,20020
AR,2020-03-18,89.2498,229460,80.0566,78991,91.0229,76881,101.7349,45802,104.4475,19786
AR,2020-03-19,75.4021,228216,67.6078,78322,78.0183,76522,86.5143,45553,81.1281,19624
AR,2020-03-20,74.9708,224822,67.3806,77179,77.7129,75550,84.6899,45309,80.5127,19339
AR,2020-03-21,47.0701,224169,41.2582,77136,47.9827,75362,54.1986,45427,52.3722,19203
AR,2020-03-22,45.1157,221865,38.8245,76872,47.001,75072,51.4113,44539,51.0149,18619
AR,2020-03-23,60.2986,230653,53.0847,80453,62.1239,77763,69.2818,45795,67.9009,19259
AR,2020-03-24,59.0794,231518,51.4068,80319,60.9466,77980,67.757,46186,67.6906,19232
AR,2020-03-25,65.4437,231278,56.4406,80603,67.6677,77835,75.4404,46105,76.5222,19059
AR,2020-03-26,73.3843,234343,64.5125,81815,75.4239,78638,84.3511,46507,83.3384,19399
AR,2020-03-27,86.8821,237001,78.3709,82738,90.0554,79381,98.854,47238,94.2549,19488
AR,2020-03-28,75.3357,233569,65.855,80981,78.3612,78436,87.363,46333,85.6242,19495
AR,2020-03-29,58.1637,227013,51.7216,78884,59.0874,76041,67.3406,45426,65.949700000000007,19029
AR,2020-03-30,54.5652,239793,49.3143,83683,56.5419,80111,61.7496,47768,57.8103,19854
AR,2020-03-31,64.1887,234689,57.1855,81554,66.7546,78793,73.4871,46879,67.8678,19694
AR,2020-04-01,72.2543,218115,65.2727,75950,74.2627,73935,81.0201,44538,75.1744,18913
AR,2020-04-02,72.8392,218755,64.2349,76284,74.3888,74277,83.512,44546,78.0412,18917
AR,2020-04-03,77.2433,215647,70.2644,75075,79.4151,73055,87.0195,43803,78.218,18691
AR,2020-04-04,71.7238,209237,64.4739,72712,74.1037,71108,79.9088,42663,73.1276,18366
AR,2020-04-05,46.4671,206046,41.3265,71458,47.4582,70195,52.738,42041,49.0787,18138
AR,2020-04-06,57.4347,210086,51.4983,73216,59.6668,71576,63.6878,42800,58.7654,18367
AR,2020-04-07,57.7261,215359,51.5947,74957,59.0093,73248,65.1024,44221,60.4264,18833
AR,2020-04-08,65.168,212212,58.1173,73917,67.0618,72132,73.0158,43278,68.0545,18659
AR,2020-04-09,67.7821,212850,60.5804,74305,69.7372,72506,76.54,43524,69.1709,18481
AR,2020-04-10,107.8598,214565,95.1439,74826,111.6257,72939,122.1385,43884,112.3741,18713
AR,2020-04-11,98.6125,211332,85.2777,73172,100.2172,71887,114.6464,43418,107.9108,18730
AR,2020-04-12,31.6879,198873,29.5793,68672,32.7479,67972,35.0485,41206,29.5635,17865
AR,2020-04-13,66.8338,201503,63.1872,69204,68.2352,69029,73.6185,41649,58.5984,17867
AR,2020-04-14,69.9634,198219,64.1561,68263,71.1127,67618,79.2292,40733,68.0278,17540
AR,2020-04-15,92.3628,200752,86.101,69391,96.2804,68256,100.2672,41254,85.3204,17724
AR,2020-04-16,94.1741,200306,86.4558,69070,97.0187,68202,105.3185,41126,90.3098,17870
AR,2020-04-17,108.2397,203331,97.9271,70329,112.3338,69154,121.0165,41866,106.0099,17912
AR,2020-04-18,126.1177,201721,111.046,69850,130.3464,68606,145.5888,41461,128.6828,17964
AR,2020-04-19,62.6639,194586,55.7889,67096,65.1021,66259,70.4148,40435,62.6369,17526
AR,2020-04-20,81.2452,207301,73.453,71867,84.7394,70486,91.592,42716,77.9242,18377
AR,2020-04-21,87.1062,217651,78.453,75913,89.5822,74083,98.189,44462,89.2653,18872
AR,2020-04-22,64.4472,216998,59.3345,75513,66.3606,73854,71.1682,44258,63.3698,18668
AR,2020-04-23,90.4323,214947,81.2744,75065,93.4778,72838,101.446,43978,90.2822,18723
AR,2020-04-24,115.1007,223827,103.5104,77859,119.4737,76118,128.6733,45709,119.4198,19456
AR,2020-04-25,133.0748,212100,118.5644,73807,136.4191,71994,151.9128,43450,135.8529,18759
AR,2020-04-26,82.9124,204536,74.1418,70965,85.1719,69737,94.0358,42105,86.0366,18186
AR,2020-04-27,86.1836,216701,79.3725,75761,88.6963,73861,95.9445,44143,85.9193,18803
AR,2020-04-28,81.8466,222133,73.8268,77191,84.0573,75673,91.6091,45354,86.1519,19267
AR,2020-04-29,87.8795,213544,80.2697,74484,90.937,72744,97.6658,43774,87.0771,18562
AR,2020-04-30,95.329,209099,87.3294,73276,98.4452,70912,104.6904,42863,96.7536,18209
AZ,2020-02-01,235.7806,431135,173.5478,100843,208.1267,97260,252.9053,110769,314.2097,110971
AZ,2020-02-02,118.557,427346,97.0803,100120,108.7319,96652,127.5917,109686,142.8847,109357
AZ,2020-02-03,113.0316,445145,98.1867,104065,106.1031,100478,118.1949,114291,133.2338,113393
AZ,2020-02-04,113.6769,448688,96.1337,105136,105.9542,101202,118.4781,115265,137.2504,113908
AZ,2020-02-05,120.252,448904,101.3102,105271,111.4707,101201,126.5742,115059,144.7539,114189
AZ,2020-02-06,130.069,443675,107.8394,104098,120.2465,100176,137.1814,113811,157.9252,113254
AZ,2020-02-07,185.2403,447021,147.1062,104606,167.2696,100545,196.433,114654,233.7869,114238
AZ,2020-02-08,230.5838,433545,170.1883,100791,198.8127,97728,247.1568,111233,309.8581,111619
AZ,2020-02-09,149.4016,433660,116.7186,101334,131.7697,97610,159.4474,111109,193.2468,111144
AZ,2020-02-10,116.9835,455490,97.9864,106621,109.4254,102769,124.4399,116664,138.9241,115661
AZ,2020-02-11,121.6996,454270,100.9246,106125,112.8446,102360,128.1857,116385,147.2569,115570
AZ,2020-02-12,126.4559,447996,102.3086,104955,116.1501,100560,134.194,114448,157.787,113856
